time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,0.611664,-3.51995,0.3194,0.611819,-3.5199,0.320146,0.611819,-3.5199,0.320146,0.611819,-3.5199,0.320146,0.000163999,0.000746035,0.000164008,0.000746035,0.000163999,0.000746035
0.062,0.611724,-3.51993,0.3192,0.617175,-3.51808,0.345883,0.617177,-3.51808,0.345883,0.617175,-3.51808,0.345883,0.00575741,0.026683,0.00575913,0.026683,0.00575742,0.026683
0.102,0.611723,-3.51993,0.3192,0.617406,-3.51799,0.347002,0.617408,-3.51799,0.347002,0.617406,-3.51799,0.347002,0.00600267,0.027802,0.0060047,0.027802,0.00600267,0.027802
0.113,0.611683,-3.51999,0.3193,0.619715,-3.51715,0.358192,0.61972,-3.51715,0.358192,0.619715,-3.51715,0.358192,0.00851841,0.038892,0.00852361,0.038892,0.00851842,0.038892
0.143,0.611692,-3.51999,0.3193,0.620941,-3.51669,0.36416,0.620948,-3.51669,0.36416,0.620941,-3.51669,0.36416,0.0098205,0.04486,0.00982775,0.04486,0.00982051,0.04486
0.154,0.61176,-3.51996,0.3192,0.624917,-3.51517,0.383556,0.624931,-3.51517,0.383556,0.624917,-3.51517,0.383556,0.0140006,0.0643561,0.0140148,0.0643561,0.0140007,0.0643561
0.203,0.611757,-3.51995,0.3192,0.625069,-3.51511,0.384302,0.625083,-3.51511,0.384302,0.625069,-3.51511,0.384302,0.0141633,0.0651021,0.0141779,0.0651021,0.0141633,0.0651021
0.215,0.611711,-3.51998,0.3209,0.62946,-3.51332,0.405936,0.629486,-3.51331,0.405936,0.62946,-3.51332,0.405936,0.0189564,0.085036,0.0189845,0.085036,0.0189564,0.085036
0.276,0.612861,-3.5202,0.3347,0.63328,-3.51166,0.424883,0.633322,-3.51164,0.424883,0.63328,-3.51166,0.424883,0.0221342,0.0901831,0.0221792,0.0901831,0.0221343,0.0901831
0.327,0.61454,-3.51915,0.3472,0.637031,-3.50995,0.443462,0.637091,-3.50992,0.443462,0.637032,-3.50995,0.443462,0.0243022,0.096262,0.0243673,0.096262,0.0243024,0.096262
0.365,0.614933,-3.51901,0.3498,0.63725,-3.50984,0.444548,0.637311,-3.50982,0.444548,0.63725,-3.50984,0.444548,0.0241246,0.0947481,0.024191,0.0947481,0.0241248,0.0947481
0.378,0.616634,-3.51883,0.3612,0.640692,-3.50819,0.461512,0.640773,-3.50816,0.461512,0.640693,-3.50819,0.461512,0.0263041,0.100312,0.0263922,0.100312,0.0263045,0.100312
0.43,0.618174,-3.51854,0.3723,0.643606,-3.50673,0.475742,0.643705,-3.50669,0.475742,0.643606,-3.50673,0.475742,0.0280383,0.103442,0.0281474,0.103442,0.0280388,0.103442
0.457,0.61855,-3.51835,0.3751,0.643888,-3.50659,0.477118,0.64399,-3.50654,0.477118,0.643889,-3.50658,0.477118,0.0279368,0.102018,0.028048,0.102018,0.0279373,0.102018
0.47,0.620573,-3.51763,0.3896,0.647585,-3.50466,0.494998,0.647712,-3.5046,0.494998,0.647586,-3.50466,0.494998,0.029962,0.105398,0.030102,0.105398,0.0299627,0.105398
0.514,0.620915,-3.51759,0.3926,0.648827,-3.50399,0.501046,0.648963,-3.50393,0.501046,0.648827,-3.50399,0.501046,0.0310489,0.108446,0.0312,0.108446,0.0310497,0.108446
0.542,0.622399,-3.51743,0.4122,0.651605,-3.50246,0.514145,0.651765,-3.50238,0.514145,0.651606,-3.50246,0.514145,0.0328174,0.101945,0.0329941,0.101945,0.0328185,0.101945
0.583,0.622777,-3.51728,0.4172,0.654402,-3.50087,0.526903,0.654585,-3.50078,0.526903,0.654403,-3.50087,0.526903,0.0356286,0.109703,0.035833,0.109703,0.0356299,0.109703
0.634,0.627098,-3.5157,0.446,0.658379,-3.49854,0.544168,0.658599,-3.49842,0.544168,0.65838,-3.49854,0.544168,0.035682,0.0981681,0.0359287,0.0981681,0.0356837,0.0981681
0.695,0.629622,-3.51466,0.4705,0.661754,-3.49648,0.558073,0.662008,-3.49634,0.558073,0.661755,-3.49648,0.558073,0.0369223,0.0875731,0.0372092,0.0875731,0.0369243,0.0875731
0.736,0.631094,-3.51378,0.4817,0.664986,-3.49445,0.570454,0.665275,-3.4943,0.570454,0.664988,-3.49445,0.570454,0.0390176,0.0887541,0.0393458,0.0887541,0.03902,0.0887541
0.797,0.634316,-3.513,0.5087,0.668549,-3.49215,0.583286,0.668881,-3.49197,0.583286,0.668551,-3.49215,0.583286,0.0400827,0.0745861,0.0404611,0.0745861,0.0400855,0.0745861
0.889,0.636239,-3.51166,0.5201,0.671763,-3.49002,0.594345,0.672136,-3.48981,0.594345,0.671765,-3.49002,0.594345,0.0415976,0.0742451,0.042026,0.0742451,0.0416008,0.0742451
0.91,0.6382,-3.51067,0.5331,0.6747,-3.48803,0.603552,0.675115,-3.48779,0.603552,0.674703,-3.48802,0.603552,0.0429533,0.0704521,0.0434308,0.0704521,0.0429569,0.0704521
0.961,0.640876,-3.51001,0.547,0.677304,-3.48622,0.611004,0.677756,-3.48596,0.611004,0.677307,-3.48622,0.611004,0.0435073,0.0640041,0.0440305,0.0640041,0.0435114,0.0640041
1.001,0.641376,-3.50975,0.5492,0.679233,-3.48487,0.61583,0.679715,-3.48458,0.61583,0.679237,-3.48487,0.61583,0.0453012,0.0666301,0.0458598,0.0666301,0.0453055,0.0666301
1.032,0.643495,-3.50816,0.5572,0.680414,-3.48403,0.618547,0.680914,-3.48373,0.618547,0.680418,-3.48403,0.618547,0.0441042,0.0613471,0.044685,0.0613471,0.0441087,0.0613471
1.043,0.64421,-3.50772,0.56,0.680639,-3.48387,0.619055,0.681142,-3.48357,0.619055,0.680643,-3.48387,0.619055,0.0435432,0.0590551,0.0441283,0.0590551,0.0435477,0.0590551
1.063,0.647563,-3.50615,0.5713,0.683051,-3.48215,0.624003,0.683591,-3.48182,0.624003,0.683055,-3.48215,0.624003,0.0428439,0.0527031,0.0434745,0.0527031,0.0428488,0.0527031
1.104,0.648334,-3.50575,0.5726,0.68499,-3.48075,0.627342,0.685561,-3.4804,0.627342,0.684994,-3.48075,0.627342,0.0443673,0.0547421,0.045036,0.0547421,0.0443724,0.0547421
1.134,0.650306,-3.50413,0.5711,0.686089,-3.47995,0.62906,0.686678,-3.47959,0.62906,0.686093,-3.47995,0.62906,0.0431846,0.0579601,0.0438756,0.0579601,0.04319,0.0579601
1.145,0.650707,-3.50373,0.5703,0.686253,-3.47983,0.629315,0.686846,-3.47947,0.629315,0.686258,-3.47983,0.629315,0.0428317,0.0590151,0.0435261,0.0590151,0.042837,0.0590151
1.155,0.653591,-3.50209,0.5769,0.690313,-3.47687,0.635739,0.690972,-3.47646,0.635739,0.690318,-3.47687,0.635739,0.0445456,0.0588391,0.0453221,0.0588391,0.0445515,0.0588391
1.236,0.656221,-3.50082,0.589,0.691348,-3.47611,0.637202,0.692026,-3.47568,0.637202,0.691353,-3.47611,0.637202,0.0429473,0.0482021,0.0437474,0.0482021,0.0429533,0.0482021
1.247,0.656624,-3.50046,0.5899,0.693284,-3.47468,0.639218,0.693998,-3.47422,0.639218,0.693289,-3.47467,0.639218,0.0448183,0.0493181,0.0456636,0.0493181,0.0448247,0.0493181
1.287,0.658445,-3.4989,0.5932,0.695425,-3.47308,0.641338,0.696181,-3.4726,0.641338,0.695431,-3.47308,0.641338,0.0451026,0.0481381,0.0459994,0.0481381,0.0451093,0.0481381
1.329,0.662688,-3.4964,0.5998,0.697882,-3.47125,0.643538,0.698686,-3.47073,0.643538,0.697888,-3.47124,0.643538,0.0432602,0.0437381,0.0442172,0.0437381,0.0432673,0.0437381
1.363,0.663374,-3.49582,0.5985,0.698095,-3.47109,0.643722,0.698904,-3.47056,0.643722,0.698101,-3.47108,0.643722,0.0426322,0.0452221,0.0435947,0.0452221,0.0426393,0.0452221
1.383,0.665718,-3.49353,0.5921,0.703624,-3.47026,0.600969,0.702974,-3.47191,0.636712,0.70356,-3.4703,0.600291,0.0444765,0.00886898,0.0430748,0.0446118,0.0444027,0.00819113
1.426,0.666265,-3.49306,0.5921,0.703792,-3.47014,0.601071,0.703138,-3.47178,0.636814,0.703728,-3.47018,0.600393,0.0439702,0.00897098,0.0425708,0.0447138,0.0438965,0.00829314
1.45,0.669383,-3.49185,0.6026,0.706703,-3.46815,0.603211,0.70598,-3.46968,0.638954,0.70664,-3.46819,0.602533,0.0442097,0.000610986,0.042787,0.0363538,0.0441365,6.68614e-05
1.491,0.67245,-3.48995,0.6043,0.708472,-3.46693,0.604177,0.707708,-3.46839,0.63992,0.708411,-3.46697,0.603499,0.0427506,0.000123018,0.0413246,0.0356198,0.0426778,0.000800866
1.531,0.672939,-3.48929,0.6024,0.710507,-3.46552,0.605028,0.709696,-3.46691,0.640771,0.710447,-3.46556,0.60435,0.0444559,0.00262799,0.0430329,0.0383708,0.0443835,0.00195014
1.562,0.674862,-3.48678,0.5964,0.712114,-3.46441,0.605763,0.711267,-3.46574,0.641506,0.712056,-3.46445,0.605085,0.0434506,0.00936298,0.0420447,0.0451058,0.0433787,0.00868513
1.62,0.679237,-3.48569,0.609,0.715066,-3.46238,0.605297,0.71463,-3.46487,0.637043,0.714993,-3.46242,0.605189,0.0427415,0.00370272,0.0410614,0.0280429,0.0426601,0.00381094
1.653,0.679921,-3.48543,0.6102,0.717014,-3.46103,0.606287,0.716535,-3.46346,0.638033,0.716941,-3.46107,0.606179,0.0443953,0.00391271,0.0426988,0.0278329,0.044314,0.00402094
1.673,0.681781,-3.48324,0.606,0.718279,-3.46016,0.60657,0.717773,-3.46254,0.638316,0.718206,-3.46019,0.606462,0.043183,0.000570287,0.0415169,0.0323159,0.0431017,0.000462059
1.704,0.685091,-3.47979,0.6046,0.720974,-3.45829,0.607551,0.720409,-3.46058,0.639297,0.720901,-3.45832,0.607443,0.0418315,0.00295129,0.0402007,0.0346969,0.0417501,0.00284306
1.744,0.688711,-3.47902,0.6126,0.72372,-3.45638,0.608619,0.723097,-3.45859,0.640365,0.723648,-3.45641,0.608511,0.0416929,0.00398071,0.0399987,0.0277649,0.0416118,0.00408894
1.795,0.689437,-3.47879,0.6136,0.724652,-3.45573,0.608878,0.724011,-3.45791,0.640624,0.72458,-3.45576,0.60877,0.0420978,0.00472171,0.0403939,0.0270239,0.0420168,0.00482994
1.815,0.691076,-3.4771,0.6119,0.726516,-3.45443,0.609074,0.725837,-3.45654,0.64082,0.726444,-3.45446,0.608966,0.0420728,0.00282571,0.0403843,0.0289199,0.0419917,0.00293394
1.867,0.692929,-3.47426,0.6102,0.730328,-3.45222,0.607047,0.729823,-3.45782,0.632772,0.730229,-3.45224,0.607003,0.0434137,0.00315278,0.0403904,0.0225717,0.0433149,0.00319703
1.896,0.697127,-3.47286,0.6162,0.732803,-3.4505,0.607376,0.732254,-3.45604,0.633101,0.732704,-3.45052,0.607332,0.0421061,0.00882378,0.0389462,0.0169007,0.0420081,0.00886803
1.947,0.699788,-3.47079,0.6176,0.735771,-3.44843,0.607385,0.735171,-3.4539,0.63311,0.735672,-3.44846,0.607341,0.0423645,0.0102148,0.0392096,0.0155097,0.0422664,0.010259
2.038,0.70152,-3.46885,0.6173,0.737967,-3.44691,0.607212,0.737331,-3.45231,0.632937,0.737868,-3.44693,0.607168,0.0425423,0.0100878,0.039445,0.0156367,0.0424438,0.010132
2.041,0.702113,-3.46861,0.6182,0.737967,-3.44691,0.607212,0.737331,-3.45231,0.632937,0.737868,-3.44693,0.607168,0.0419132,0.0109878,0.0388083,0.0147367,0.0418148,0.011032
2.058,0.705082,-3.46726,0.6205,0.739613,-3.44576,0.607002,0.738952,-3.45112,0.632727,0.739514,-3.44579,0.606958,0.0406748,0.0134978,0.0375168,0.0122267,0.0405769,0.013542
2.098,0.708517,-3.46454,0.6189,0.742246,-3.44393,0.60659,0.741545,-3.44922,0.632315,0.742147,-3.44396,0.606546,0.0395243,0.0123098,0.0364072,0.0134147,0.0394262,0.012354
2.136,0.70913,-3.46396,0.6189,0.74241,-3.44382,0.606563,0.741708,-3.4491,0.632288,0.742312,-3.44385,0.606519,0.0388977,0.0123368,0.0358038,0.0133877,0.0387995,0.012381
2.149,0.711453,-3.462,0.6203,0.744933,-3.44207,0.606149,0.744194,-3.44728,0.631874,0.744834,-3.4421,0.606105,0.0389624,0.0141508,0.035897,0.0115737,0.038864,0.014195
2.2,0.714562,-3.46024,0.6205,0.747234,-3.44048,0.605717,0.746465,-3.44562,0.631442,0.747136,-3.4405,0.605673,0.0381863,0.0147828,0.0350937,0.0109417,0.0380882,0.014827
2.241,0.715128,-3.45983,0.6196,0.748056,-3.43991,0.605549,0.747276,-3.44503,0.631274,0.747958,-3.43993,0.605505,0.0384866,0.0140508,0.0353921,0.0116737,0.0383885,0.014095
2.251,0.717276,-3.45816,0.6174,0.750851,-3.43797,0.604961,0.750035,-3.44301,0.630686,0.750753,-3.438,0.604917,0.0391768,0.0124388,0.0360915,0.0132857,0.0390788,0.012483
2.293,0.717816,-3.45779,0.6173,0.75118,-3.43774,0.604895,0.750359,-3.44277,0.63062,0.751082,-3.43777,0.604851,0.0389203,0.0124048,0.0358388,0.0133197,0.0388223,0.012449
2.355,0.723574,-3.45349,0.6182,0.756018,-3.43404,0.624289,0.755413,-3.43917,0.62939,0.755905,-3.43407,0.624742,0.0378262,0.00608894,0.0349106,0.01119,0.0377167,0.00654203
2.413,0.726456,-3.45127,0.6152,0.758625,-3.43217,0.623901,0.758013,-3.43728,0.629002,0.758511,-3.43219,0.624354,0.0374147,0.00870093,0.03452,0.013802,0.0373051,0.00915403
2.453,0.729028,-3.44952,0.6131,0.761013,-3.43045,0.623625,0.760397,-3.43555,0.628726,0.760899,-3.43047,0.624078,0.0372373,0.0105249,0.0343384,0.015626,0.0371278,0.010978
2.483,0.729591,-3.44917,0.6129,0.761176,-3.43033,0.62361,0.760559,-3.43543,0.628711,0.761062,-3.43035,0.624063,0.0367793,0.0107099,0.0338824,0.015811,0.0366698,0.011163
2.514,0.732085,-3.44759,0.6127,0.763998,-3.4283,0.623485,0.763377,-3.43338,0.628586,0.763883,-3.42832,0.623938,0.0372908,0.0107849,0.0343691,0.015886,0.0371815,0.011238
2.554,0.735289,-3.44538,0.6108,0.767199,-3.426,0.623367,0.766574,-3.43105,0.628468,0.767082,-3.42602,0.62382,0.0373362,0.0125669,0.0344113,0.017668,0.0372272,0.01302
2.605,0.737723,-3.4434,0.6072,0.769583,-3.42428,0.623423,0.768959,-3.42932,0.628524,0.769466,-3.4243,0.623876,0.0371545,0.0162229,0.0342624,0.021324,0.0370453,0.016676
2.656,0.740095,-3.44175,0.6063,0.771804,-3.42269,0.623635,0.771181,-3.42771,0.628736,0.771686,-3.4227,0.624088,0.0369991,0.0173349,0.0341131,0.022436,0.03689,0.017788
