time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,1.94995,-2.47669,1.4866,1.94999,-2.47621,1.48715,1.94999,-2.47621,1.48715,1.94999,-2.47621,1.48715,0.000482974,0.000545998,0.000482998,0.000545998,0.000482974,0.000545998
0.00699997,1.94996,-2.47671,1.487,1.95,-2.47607,1.4873,1.95,-2.47607,1.4873,1.95,-2.47607,1.4873,0.000641324,0.000302005,0.000641358,0.000302005,0.000641324,0.000302005
0.0410001,1.9501,-2.47676,1.4889,1.95034,-2.47202,1.49194,1.95034,-2.47202,1.49194,1.95034,-2.47202,1.49194,0.00475331,0.00304401,0.00475411,0.00304401,0.00475331,0.00304401
0.0680001,1.95013,-2.47676,1.4891,1.95035,-2.47188,1.4921,1.95035,-2.47188,1.4921,1.95035,-2.47188,1.4921,0.00488587,0.00299999,0.00488675,0.00299999,0.00488587,0.00299999
0.0699999,1.95013,-2.47675,1.489,1.95036,-2.47174,1.49226,1.95036,-2.47174,1.49226,1.95036,-2.47174,1.49226,0.00501517,0.003256,0.00501614,0.003256,0.00501517,0.003256
0.092,1.94998,-2.47671,1.4875,1.95048,-2.47016,1.49404,1.95048,-2.47016,1.49404,1.95048,-2.47016,1.49404,0.00656467,0.006544,0.00656666,0.006544,0.00656467,0.006544
0.123,1.94992,-2.4767,1.4869,1.95065,-2.46789,1.49656,1.95066,-2.46789,1.49656,1.95065,-2.46789,1.49656,0.0088382,0.009662,0.0088422,0.009662,0.00883821,0.009662
0.128,1.94988,-2.4767,1.4864,1.95067,-2.46776,1.49672,1.95067,-2.46775,1.49672,1.95067,-2.46776,1.49672,0.00898099,0.010318,0.00898516,0.010318,0.008981,0.010318
0.175,1.94991,-2.47674,1.4869,1.9508,-2.46597,1.49879,1.9508,-2.46596,1.49879,1.9508,-2.46597,1.49879,0.0108073,0.01189,0.0108138,0.01189,0.0108073,0.01189
0.195,1.9501,-2.47674,1.4888,1.95096,-2.46363,1.50151,1.95096,-2.46362,1.50151,1.95096,-2.46363,1.50151,0.0131409,0.01271,0.0131512,0.01271,0.0131409,0.01271
0.21,1.95018,-2.47674,1.4894,1.95097,-2.46349,1.50167,1.95097,-2.46348,1.50167,1.95097,-2.46349,1.50167,0.0132719,0.01227,0.0132825,0.01227,0.0132719,0.01227
0.212,1.95023,-2.47674,1.4896,1.95098,-2.46336,1.50183,1.95098,-2.46335,1.50183,1.95098,-2.46336,1.50183,0.0133992,0.01223,0.01341,0.01223,0.0133992,0.01223
0.247,1.95019,-2.47671,1.4888,1.95123,-2.45972,1.50595,1.95123,-2.4597,1.50595,1.95123,-2.45972,1.50595,0.0170245,0.017146,0.0170423,0.017146,0.0170245,0.017146
0.267,1.95012,-2.47671,1.4882,1.95124,-2.45958,1.5061,1.95124,-2.45956,1.5061,1.95124,-2.45958,1.5061,0.0171697,0.017898,0.0171879,0.017898,0.0171697,0.017898
0.287,1.94988,-2.47674,1.4866,1.95136,-2.45772,1.50815,1.95136,-2.4577,1.50815,1.95136,-2.45772,1.50815,0.0190724,0.02155,0.0190949,0.02155,0.0190725,0.02155
0.298,1.94986,-2.47675,1.4866,1.95141,-2.4569,1.50908,1.95141,-2.45687,1.50908,1.95141,-2.4569,1.50908,0.0199086,0.022482,0.0199332,0.022482,0.0199087,0.022482
0.308,1.94985,-2.47676,1.4867,1.95145,-2.45628,1.50978,1.95145,-2.45625,1.50978,1.95145,-2.45628,1.50978,0.020539,0.023084,0.020565,0.023084,0.020539,0.023084
0.339,1.95004,-2.47677,1.4885,1.95159,-2.45388,1.51254,1.95159,-2.45384,1.51254,1.95159,-2.45388,1.51254,0.0229415,0.02404,0.022974,0.02404,0.0229416,0.02404
0.37,1.95011,-2.47675,1.4889,1.95169,-2.45223,1.51445,1.95169,-2.45219,1.51445,1.95169,-2.45223,1.51445,0.0245711,0.025548,0.0246084,0.025548,0.0245712,0.025548
0.4,1.95022,-2.47668,1.4893,1.95183,-2.44976,1.51719,1.95183,-2.44971,1.51719,1.95183,-2.44976,1.51719,0.0269719,0.027892,0.027017,0.027892,0.026972,0.027892
0.412,1.95022,-2.47666,1.4892,1.95184,-2.44955,1.51742,1.95184,-2.4495,1.51742,1.95184,-2.44955,1.51742,0.0271633,0.02822,0.0272091,0.02822,0.0271634,0.02822
0.415,1.95022,-2.47666,1.4891,1.95184,-2.44941,1.51757,1.95185,-2.44937,1.51757,1.95184,-2.44941,1.51757,0.0272957,0.028472,0.027342,0.028472,0.0272959,0.028472
0.441,1.95014,-2.47667,1.4884,1.95195,-2.44742,1.51978,1.95195,-2.44737,1.51978,1.95195,-2.44742,1.51978,0.0293032,0.031376,0.0293563,0.031376,0.0293034,0.031376
0.472,1.95009,-2.47665,1.4883,1.95205,-2.44543,1.52198,1.95205,-2.44537,1.52198,1.95205,-2.44543,1.52198,0.031279,0.03368,0.0313392,0.03368,0.0312792,0.03368
0.475,1.95007,-2.47659,1.4887,1.95206,-2.44529,1.52213,1.95206,-2.44523,1.52213,1.95206,-2.44529,1.52213,0.031365,0.033432,0.0314257,0.033432,0.0313651,0.033432
0.544,1.95055,-2.47479,1.4982,1.95235,-2.43898,1.52868,1.95235,-2.43889,1.52868,1.95235,-2.43898,1.52868,0.0358534,0.030484,0.0359404,0.030484,0.0358537,0.030484
0.569,1.95049,-2.47262,1.4979,1.95241,-2.43754,1.53003,1.95241,-2.43744,1.53003,1.95241,-2.43754,1.53003,0.0351396,0.032128,0.0352333,0.032128,0.0351399,0.032128
0.595,1.95052,-2.47208,1.4981,1.95247,-2.43598,1.53137,1.95248,-2.43588,1.53137,1.95247,-2.43598,1.53137,0.0361568,0.033274,0.0362582,0.033274,0.0361571,0.033274
0.646,1.95088,-2.46953,1.5011,1.9526,-2.43273,1.53414,1.9526,-2.43261,1.53414,1.9526,-2.43273,1.53414,0.0368421,0.03304,0.0369604,0.03304,0.0368426,0.03304
0.661,1.95102,-2.46885,1.5021,1.95261,-2.43226,1.53454,1.95262,-2.43214,1.53454,1.95261,-2.43226,1.53454,0.0366276,0.032439,0.0367484,0.032439,0.0366281,0.032439
0.708,1.95144,-2.46608,1.5059,1.95272,-2.42935,1.53682,1.95272,-2.42922,1.53682,1.95272,-2.42935,1.53682,0.0367536,0.030916,0.0368905,0.030916,0.0367542,0.030916
0.739,1.95134,-2.4633,1.5068,1.95279,-2.42712,1.53837,1.9528,-2.42697,1.53837,1.95279,-2.42712,1.53837,0.0362044,0.031565,0.0363544,0.031565,0.0362051,0.031565
0.744,1.95132,-2.46292,1.5075,1.95282,-2.42618,1.53894,1.95283,-2.42602,1.53894,1.95282,-2.42618,1.53894,0.0367703,0.031439,0.0369261,0.031439,0.036771,0.031439
0.758,1.95133,-2.46255,1.5084,1.95283,-2.42604,1.53902,1.95283,-2.42589,1.53902,1.95283,-2.42604,1.53902,0.0365419,0.030621,0.0366986,0.030621,0.0365426,0.030621
0.79,1.95153,-2.46132,1.5137,1.95295,-2.42192,1.5414,1.95296,-2.42174,1.5414,1.95295,-2.42192,1.5414,0.0394256,0.027698,0.0396089,0.027698,0.0394264,0.027698
0.821,1.95215,-2.45785,1.5204,1.953,-2.42051,1.54218,1.953,-2.42031,1.54218,1.953,-2.4205,1.54218,0.0373566,0.021775,0.0375499,0.021775,0.0373575,0.021775
0.851,1.95217,-2.45703,1.5199,1.95304,-2.41882,1.54294,1.95305,-2.41861,1.54294,1.95304,-2.41882,1.54294,0.0382259,0.02304,0.0384316,0.02304,0.0382269,0.02304
0.892,1.9518,-2.45404,1.5143,1.95311,-2.41649,1.54352,1.95312,-2.41626,1.54352,1.95311,-2.41649,1.54352,0.0375742,0.029215,0.0377974,0.029215,0.0375753,0.029215
0.923,1.95167,-2.45275,1.5116,1.95315,-2.41489,1.54393,1.95316,-2.41466,1.54393,1.95315,-2.41489,1.54393,0.0378831,0.032326,0.0381186,0.032326,0.0378843,0.032326
0.933,1.95188,-2.45098,1.5137,1.9532,-2.41321,1.54459,1.95321,-2.41296,1.54459,1.9532,-2.41321,1.54459,0.0377918,0.030887,0.0380407,0.030887,0.0377931,0.030887
0.954,1.95221,-2.44995,1.5186,1.95323,-2.4118,1.54521,1.95324,-2.41154,1.54521,1.95323,-2.4118,1.54521,0.0381645,0.026608,0.0384249,0.026608,0.0381658,0.026608
0.995,1.95267,-2.44823,1.5253,1.95329,-2.40974,1.54588,1.9533,-2.40946,1.54588,1.95329,-2.40973,1.54588,0.0384956,0.020577,0.0387732,0.020577,0.0384971,0.020577
1.003,1.95292,-2.44685,1.527,1.95334,-2.40774,1.54636,1.95335,-2.40745,1.54636,1.95334,-2.40774,1.54636,0.0391115,0.019357,0.0394059,0.019357,0.0391131,0.019357
1.088,1.95212,-2.44012,1.5169,1.95346,-2.40257,1.54675,1.95347,-2.40222,1.54675,1.95346,-2.40256,1.54675,0.0375819,0.029847,0.0379236,0.029847,0.0375837,0.029847
1.139,1.95292,-2.43689,1.5277,1.95351,-2.40044,1.54722,1.95353,-2.40008,1.54722,1.95351,-2.40044,1.54722,0.0364508,0.019517,0.0368134,0.019517,0.0364528,0.019517
1.149,1.95318,-2.43638,1.5297,1.95355,-2.39898,1.54745,1.95356,-2.39861,1.54745,1.95355,-2.39898,1.54745,0.0373949,0.017745,0.0377719,0.017745,0.037397,0.017745
1.201,1.95341,-2.43391,1.5297,1.95361,-2.39627,1.54727,1.95362,-2.39586,1.54727,1.95361,-2.39626,1.54727,0.037642,0.01757,0.0380468,0.01757,0.0376443,0.01757
1.206,1.95305,-2.43243,1.5265,1.95362,-2.39574,1.5472,1.95364,-2.39533,1.5472,1.95362,-2.39573,1.5472,0.0366996,0.020698,0.03711,0.020698,0.0367019,0.020698
1.245,1.95243,-2.43005,1.5231,1.95371,-2.39209,1.54691,1.95372,-2.39164,1.54691,1.95371,-2.39209,1.54691,0.0379795,0.023811,0.0384287,0.023811,0.037982,0.023811
1.269,1.95288,-2.42667,1.5304,1.95375,-2.3905,1.54686,1.95376,-2.39003,1.54686,1.95375,-2.3905,1.54686,0.0361776,0.016463,0.0366443,0.016463,0.0361803,0.016463
1.296,1.95314,-2.42615,1.532,1.95378,-2.38904,1.5469,1.9538,-2.38856,1.5469,1.95378,-2.38904,1.5469,0.0371078,0.014895,0.0375909,0.014895,0.0371105,0.014895
1.315,1.9534,-2.42565,1.5329,1.95379,-2.38851,1.54691,1.95381,-2.38802,1.54691,1.9538,-2.38851,1.54691,0.0371375,0.014011,0.0376267,0.014011,0.0371403,0.014011
1.347,1.95377,-2.42402,1.5306,1.95385,-2.38633,1.54686,1.95386,-2.38581,1.54686,1.95385,-2.38633,1.54686,0.0376938,0.01626,0.0382082,0.01626,0.0376967,0.01626
1.356,1.95361,-2.42278,1.5274,1.95386,-2.3858,1.54677,1.95388,-2.38528,1.54677,1.95386,-2.3858,1.54677,0.0369814,0.019372,0.0375022,0.019372,0.0369844,0.019372
1.409,1.95301,-2.42074,1.5236,1.95394,-2.38262,1.54628,1.95395,-2.38206,1.54628,1.95394,-2.38262,1.54628,0.0381299,0.022678,0.0386892,0.022678,0.0381331,0.022678
1.439,1.95304,-2.41706,1.5239,1.95399,-2.38035,1.54609,1.95401,-2.37977,1.54609,1.95399,-2.38035,1.54609,0.0367191,0.022189,0.0373065,0.022189,0.0367225,0.022189
1.46,1.95326,-2.41633,1.5257,1.95401,-2.37945,1.54609,1.95403,-2.37885,1.54609,1.95401,-2.37945,1.54609,0.0368889,0.020389,0.0374877,0.020389,0.0368924,0.020389
1.491,1.95402,-2.41379,1.5292,1.95407,-2.37716,1.54609,1.95409,-2.37653,1.54609,1.95407,-2.37716,1.54609,0.0366281,0.016889,0.0372561,0.016889,0.0366317,0.016889
1.512,1.95397,-2.41258,1.5263,1.9541,-2.3759,1.54609,1.95412,-2.37525,1.54609,1.9541,-2.3759,1.54609,0.0366853,0.019789,0.0373301,0.019789,0.036689,0.019789
1.553,1.95344,-2.41053,1.5196,1.95415,-2.37391,1.54609,1.95417,-2.37324,1.54609,1.95415,-2.37391,1.54609,0.0366269,0.026489,0.0372986,0.026489,0.0366308,0.026489
1.554,1.95308,-2.40906,1.5174,1.95419,-2.37235,1.54609,1.95421,-2.37166,1.54609,1.95419,-2.37234,1.54609,0.03673,0.028689,0.0374231,0.028689,0.036734,0.028689
