time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0,2.21401,4.22894,-1.7639,2.21383,4.22802,-1.76828,2.21383,4.22802,-1.76828,2.21383,4.22802,-1.76828,0.000945966,0.00437806,0.000946013,0.00437806,0.000945966,0.00437806
0.0110002,2.21402,4.22898,-1.7639,2.21368,4.22726,-1.77186,2.21368,4.22726,-1.77186,2.21368,4.22726,-1.77186,0.00175649,0.00795999,0.00175663,0.00795999,0.00175649,0.00795999
0.02,2.214,4.22899,-1.7638,2.21364,4.22709,-1.77266,2.21364,4.22709,-1.77266,2.21364,4.22709,-1.77266,0.00193238,0.00885603,0.00193254,0.00885603,0.00193238,0.00885603
0.0220001,2.21398,4.22897,-1.7638,2.21338,4.22583,-1.77863,2.21338,4.22582,-1.77863,2.21338,4.22583,-1.77863,0.00320094,0.014826,0.0032013,0.014826,0.00320094,0.014826
0.0369999,2.21395,4.22893,-1.7637,2.21335,4.22566,-1.77942,2.21335,4.22566,-1.77942,2.21335,4.22566,-1.77942,0.00333081,0.015722,0.00333121,0.015722,0.00333081,0.015722
0.039,2.21396,4.22893,-1.7637,2.2131,4.22448,-1.78499,2.2131,4.22448,-1.78499,2.2131,4.22448,-1.78499,0.00453738,0.021294,0.00453811,0.021294,0.00453738,0.021294
0.053,2.21397,4.22894,-1.7637,2.21279,4.22305,-1.79176,2.21279,4.22305,-1.79176,2.21279,4.22305,-1.79176,0.00600389,0.02806,0.00600515,0.02806,0.00600389,0.02806
0.0699999,2.21396,4.22893,-1.7637,2.21275,4.22288,-1.79256,2.21275,4.22288,-1.79256,2.21275,4.22288,-1.79256,0.00616504,0.028856,0.00616638,0.028856,0.00616504,0.028856
0.072,2.21395,4.2289,-1.7637,2.21247,4.22163,-1.79853,2.21247,4.22162,-1.79853,2.21247,4.22163,-1.79853,0.00742608,0.0348261,0.00742808,0.0348261,0.00742608,0.0348261
0.0870001,2.21394,4.22887,-1.7636,2.21243,4.22146,-1.79932,2.21243,4.22146,-1.79932,2.21243,4.22146,-1.79932,0.00756704,0.035722,0.00756915,0.035722,0.00756704,0.035722
0.089,2.21393,4.22886,-1.7636,2.21216,4.22029,-1.80489,2.21216,4.22028,-1.80489,2.21216,4.22029,-1.80489,0.00875045,0.0412941,0.00875331,0.0412941,0.00875045,0.0412941
0.103,2.21393,4.22883,-1.7636,2.21182,4.21887,-1.81166,2.21182,4.21886,-1.81166,2.21182,4.21887,-1.81166,0.010187,0.04806,0.0101909,0.04806,0.010187,0.04806
0.12,2.21394,4.22881,-1.7636,2.21178,4.2187,-1.81246,2.21178,4.21869,-1.81246,2.21178,4.2187,-1.81246,0.0103442,0.048856,0.0103483,0.048856,0.0103442,0.048856
0.122,2.21397,4.22879,-1.7636,2.21145,4.21736,-1.81882,2.21145,4.21736,-1.81882,2.21145,4.21736,-1.81882,0.0117002,0.055224,0.0117055,0.055224,0.0117002,0.055224
0.138,2.21401,4.2288,-1.7636,2.21141,4.2172,-1.81962,2.2114,4.21719,-1.81962,2.21141,4.2172,-1.81962,0.0118914,0.05602,0.0118968,0.05602,0.0118914,0.05602
0.14,2.21404,4.22881,-1.7637,2.21086,4.21503,-1.82997,2.21085,4.21502,-1.82997,2.21086,4.21503,-1.82997,0.0141413,0.0662681,0.014149,0.0662681,0.0141413,0.0662681
0.166,2.21407,4.22888,-1.7636,2.21081,4.21487,-1.83076,2.21081,4.21486,-1.83076,2.21081,4.21487,-1.83076,0.0143845,0.067164,0.0143924,0.067164,0.0143845,0.067164
0.168,2.21408,4.22893,-1.7636,2.21077,4.2147,-1.83156,2.21077,4.21469,-1.83156,2.21077,4.2147,-1.83156,0.0146162,0.06796,0.0146244,0.06796,0.0146162,0.06796
0.17,2.21407,4.22897,-1.7637,2.21063,4.2142,-1.83395,2.21063,4.21419,-1.83395,2.21063,4.2142,-1.83395,0.0151603,0.070248,0.0151691,0.070248,0.0151603,0.070248
0.176,2.21407,4.22902,-1.7637,2.21039,4.21329,-1.83833,2.21039,4.21328,-1.83833,2.21039,4.21329,-1.83833,0.0161513,0.074626,0.0161614,0.074626,0.0161513,0.074626
0.187,2.21406,4.22902,-1.7637,2.2098,4.21114,-1.84867,2.2098,4.21112,-1.84867,2.2098,4.21114,-1.84867,0.0183846,0.084974,0.0183979,0.084974,0.0183846,0.084974
0.213,2.21403,4.22901,-1.7637,2.20975,4.21097,-1.84947,2.20975,4.21096,-1.84947,2.20975,4.21097,-1.84947,0.0185378,0.0857701,0.0185514,0.0857701,0.0185378,0.0857701
0.215,2.21398,4.22899,-1.7637,2.20959,4.21039,-1.85226,2.20958,4.21038,-1.85226,2.20959,4.21039,-1.85226,0.0191064,0.088556,0.0191211,0.088556,0.0191065,0.088556
0.222,2.21391,4.22895,-1.7636,2.20923,4.20916,-1.85823,2.20922,4.20914,-1.85823,2.20923,4.20916,-1.85823,0.0203439,0.094626,0.0203609,0.094626,0.020344,0.094626
0.237,2.21385,4.22891,-1.7636,2.20918,4.20899,-1.85902,2.20918,4.20898,-1.85902,2.20918,4.20899,-1.85902,0.0204603,0.095422,0.0204776,0.095422,0.0204604,0.095422
0.239,2.21383,4.22887,-1.7637,2.20879,4.20768,-1.86539,2.20878,4.20766,-1.86539,2.20879,4.20768,-1.86539,0.0217842,0.10169,0.0218041,0.10169,0.0217842,0.10169
0.255,2.21385,4.22882,-1.764,2.20874,4.20751,-1.86619,2.20873,4.20749,-1.86619,2.20874,4.20751,-1.86619,0.0219148,0.102186,0.0219351,0.102186,0.0219149,0.102186
0.257,2.21386,4.22877,-1.7649,2.20839,4.20636,-1.87176,2.20838,4.20634,-1.87176,2.20839,4.20636,-1.87176,0.0230635,0.106858,0.0230862,0.106858,0.0230635,0.106858
0.271,2.21384,4.22867,-1.7665,2.20798,4.20505,-1.87813,2.20798,4.20503,-1.87813,2.20798,4.20505,-1.87813,0.0243365,0.111626,0.0243621,0.111626,0.0243366,0.111626
0.287,2.21372,4.2284,-1.7714,2.20757,4.20374,-1.88449,2.20756,4.20371,-1.88449,2.20757,4.20374,-1.88449,0.0254149,0.113094,0.0254436,0.113094,0.025415,0.113094
0.303,2.21365,4.22828,-1.7743,2.20709,4.20227,-1.89166,2.20708,4.20224,-1.89166,2.20709,4.20227,-1.89166,0.0268264,0.117358,0.0268588,0.117358,0.0268265,0.117358
0.321,2.21349,4.22793,-1.78,2.20666,4.20097,-1.89803,2.20665,4.20094,-1.89803,2.20666,4.20097,-1.89803,0.0278087,0.118026,0.0278446,0.118026,0.0278088,0.118026
0.337,2.21325,4.22721,-1.7852,2.20619,4.19959,-1.90479,2.20618,4.19955,-1.90479,2.20619,4.19959,-1.90479,0.0285112,0.119592,0.028551,0.119592,0.0285113,0.119592
0.354,2.21315,4.22676,-1.7875,2.20571,4.19821,-1.91156,2.2057,4.19817,-1.91156,2.20571,4.19821,-1.91156,0.0295008,0.124058,0.0295446,0.124058,0.0295009,0.124058
0.371,2.21305,4.22561,-1.7927,2.2052,4.19676,-1.91872,2.20518,4.19671,-1.91872,2.2052,4.19676,-1.91872,0.0299034,0.126022,0.0299519,0.126022,0.0299035,0.126022
0.389,2.21305,4.22426,-1.7995,2.20441,4.19458,-1.92947,2.20439,4.19453,-1.92947,2.20441,4.19458,-1.92947,0.0309162,0.129968,0.0309719,0.129968,0.0309163,0.129968
0.416,2.21319,4.2224,-1.812,2.20377,4.1929,-1.93783,2.20376,4.19284,-1.93783,2.20377,4.1929,-1.93783,0.0309675,0.125826,0.0310295,0.125826,0.0309676,0.125826
0.437,2.21324,4.22135,-1.8203,2.20298,4.19082,-1.94817,2.20295,4.19075,-1.94817,2.20298,4.19082,-1.94817,0.0322171,0.127874,0.0322873,0.127874,0.0322172,0.127874
0.463,2.21311,4.22061,-1.8275,2.20272,4.19018,-1.95136,2.2027,4.19011,-1.95136,2.20272,4.19018,-1.95136,0.0321559,0.123858,0.032229,0.123858,0.0321561,0.123858
0.471,2.21297,4.2203,-1.8308,2.20221,4.18891,-1.95773,2.20219,4.18883,-1.95773,2.20221,4.18891,-1.95773,0.0331847,0.126926,0.0332633,0.126926,0.0331849,0.126926
0.487,2.2127,4.21979,-1.837,2.20166,4.18756,-1.96449,2.20164,4.18748,-1.96449,2.20166,4.18756,-1.96449,0.0340635,0.127492,0.0341482,0.127492,0.0340637,0.127492
0.504,2.21258,4.21953,-1.8402,2.20111,4.18621,-1.97126,2.20108,4.18613,-1.97126,2.20111,4.18621,-1.97126,0.0352393,0.131058,0.0353304,0.131058,0.0352396,0.131058
0.521,2.21238,4.21888,-1.8469,2.20057,4.18495,-1.97763,2.20054,4.18486,-1.97763,2.20057,4.18495,-1.97763,0.0359257,0.130726,0.036023,0.130726,0.035926,0.130726
0.537,2.21233,4.2182,-1.854,2.2,4.18362,-1.98439,2.19996,4.18352,-1.98439,2.2,4.18362,-1.98439,0.0367188,0.130392,0.0368228,0.130392,0.0367191,0.130392
0.559,2.21239,4.21782,-1.8578,2.19941,4.18229,-1.99116,2.19937,4.18218,-1.99116,2.19941,4.18229,-1.99116,0.0378281,0.133358,0.0379391,0.133358,0.0378285,0.133358
0.58,2.21255,4.21691,-1.8653,2.19885,4.18104,-1.99751,2.19881,4.18093,-1.99751,2.19885,4.18104,-1.99751,0.0383941,0.132205,0.0385117,0.132205,0.0383945,0.132205
0.6,2.21272,4.21609,-1.8726,2.19825,4.17973,-2.0042,2.19821,4.17962,-2.0042,2.19825,4.17973,-2.0042,0.0391274,0.131602,0.039252,0.131602,0.0391278,0.131602
0.611,2.21279,4.21569,-1.8763,2.19765,4.17844,-2.01086,2.19761,4.17832,-2.01086,2.19765,4.17844,-2.01086,0.0402114,0.134563,0.0403431,0.134563,0.0402119,0.134563
0.631,2.21289,4.21483,-1.8836,2.19661,4.17625,-2.02215,2.19656,4.17612,-2.02215,2.19661,4.17625,-2.02215,0.0418768,0.138545,0.0420209,0.138545,0.0418774,0.138545
0.662,2.21267,4.21342,-1.8995,2.19585,4.17467,-2.03028,2.19579,4.17453,-2.03028,2.19585,4.17467,-2.03028,0.0422404,0.130775,0.0423937,0.130775,0.042241,0.130775
0.693,2.21253,4.21307,-1.9038,2.19485,4.17268,-2.04062,2.19479,4.17252,-2.04062,2.19485,4.17268,-2.04062,0.0440958,0.13682,0.0442612,0.13682,0.0440964,0.13682
0.698,2.21239,4.21275,-1.9079,2.19466,4.17231,-2.04253,2.1946,4.17215,-2.04253,2.19466,4.17231,-2.04253,0.044153,0.134625,0.0443207,0.134625,0.0441536,0.134625
0.703,2.21173,4.21157,-1.9186,2.19399,4.17099,-2.04938,2.19392,4.17082,-2.04938,2.19399,4.17099,-2.04938,0.0442952,0.130783,0.0444712,0.130783,0.0442959,0.130783
0.721,2.21143,4.21109,-1.9216,2.19311,4.1693,-2.05815,2.19304,4.16913,-2.05815,2.19311,4.1693,-2.05815,0.0456261,0.136546,0.0458129,0.136546,0.0456269,0.136546
0.744,2.21089,4.21016,-1.9271,2.19273,4.16857,-2.06196,2.19265,4.16839,-2.06196,2.19273,4.16857,-2.06196,0.0453866,0.134856,0.0455783,0.134856,0.0453874,0.134856
0.754,2.21066,4.20968,-1.9296,2.19207,4.16734,-2.06843,2.19199,4.16715,-2.06843,2.19207,4.16733,-2.06843,0.0462442,0.138833,0.0464444,0.138833,0.0462451,0.138833
0.771,2.21025,4.20871,-1.9348,2.1914,4.1661,-2.07491,2.19132,4.16591,-2.07491,2.1914,4.1661,-2.07491,0.0465963,0.14011,0.0468051,0.14011,0.0465972,0.14011
0.788,2.21006,4.20799,-1.9401,2.19076,4.16495,-2.08101,2.19067,4.16475,-2.08101,2.19076,4.16495,-2.08101,0.0471706,0.140906,0.0473876,0.140906,0.0471715,0.140906
0.804,2.21005,4.20769,-1.9428,2.19007,4.16372,-2.08748,2.18998,4.16352,-2.08748,2.19007,4.16372,-2.08748,0.0482892,0.144683,0.0485152,0.144683,0.0482901,0.144683
0.821,2.2101,4.20715,-1.9483,2.18942,4.16258,-2.09358,2.18933,4.16236,-2.09358,2.18942,4.16258,-2.09358,0.0491322,0.145279,0.0493669,0.145279,0.0491332,0.145279
0.837,2.21006,4.20661,-1.9539,2.18868,4.16129,-2.10044,2.18858,4.16107,-2.10044,2.18868,4.16129,-2.10044,0.0501063,0.146537,0.0503509,0.146537,0.0501074,0.146537
0.855,2.20969,4.20591,-1.9591,2.18802,4.16015,-2.10653,2.18791,4.15992,-2.10653,2.18801,4.16015,-2.10653,0.0506273,0.147433,0.0508809,0.147433,0.0506284,0.147433
0.871,2.2094,4.2055,-1.9618,2.18717,4.15874,-2.11415,2.18706,4.15849,-2.11415,2.18717,4.15873,-2.11415,0.0517793,0.152353,0.0520444,0.152353,0.0517804,0.152353
0.891,2.20868,4.20452,-1.9675,2.18611,4.15697,-2.12368,2.18599,4.15672,-2.12368,2.18611,4.15697,-2.12368,0.0526359,0.156178,0.0529158,0.156178,0.0526372,0.156178
0.916,2.20748,4.20197,-1.9848,2.1852,4.1555,-2.13168,2.18508,4.15523,-2.13168,2.1852,4.1555,-2.13168,0.0515362,0.146879,0.0518291,0.146879,0.0515375,0.146879
0.937,2.20747,4.20131,-1.9906,2.18406,4.15369,-2.14159,2.18393,4.15341,-2.14159,2.18406,4.15369,-2.14159,0.0530647,0.150985,0.053374,0.150985,0.0530661,0.150985
0.963,2.20777,4.19954,-2.0087,2.18295,4.15195,-2.15111,2.18281,4.15166,-2.15111,2.18295,4.15195,-2.15111,0.0536726,0.14241,0.0539983,0.14241,0.0536741,0.14241
0.997,2.20794,4.19847,-2.0204,2.18218,4.15079,-2.15757,2.18203,4.15048,-2.15757,2.18218,4.15078,-2.15757,0.054192,0.137171,0.0545293,0.137171,0.0541935,0.137171
1.018,2.20778,4.19715,-2.0316,2.1815,4.14976,-2.16249,2.18135,4.14945,-2.16249,2.1815,4.14976,-2.16249,0.0541866,0.130887,0.0545342,0.130887,0.0541882,0.130887
1.069,2.2067,4.1942,-2.0518,2.18,4.14754,-2.16249,2.17984,4.14721,-2.16249,2.18,4.14754,-2.16249,0.0537547,0.110687,0.0541251,0.110687,0.0537564,0.110687
1.072,2.20638,4.1927,-2.061,2.17954,4.14684,-2.16249,2.17936,4.1465,-2.16249,2.17953,4.14684,-2.16249,0.0531397,0.101487,0.0535174,0.101487,0.0531415,0.101487
1.099,2.20616,4.19141,-2.0698,2.17898,4.14601,-2.16249,2.1788,4.14567,-2.16249,2.17898,4.14601,-2.16249,0.052913,0.092687,0.0532995,0.092687,0.0529148,0.092687
1.12,2.2059,4.19036,-2.078,2.17822,4.14488,-2.16249,2.17803,4.14453,-2.16249,2.17822,4.14488,-2.16249,0.0532456,0.084487,0.0536444,0.084487,0.0532475,0.084487
1.14,2.20578,4.18957,-2.0849,2.17795,4.14449,-2.16249,2.17777,4.14413,-2.16249,2.17795,4.14449,-2.16249,0.0529777,0.077587,0.0533807,0.077587,0.0529796,0.077587
1.142,2.20574,4.18927,-2.0878,2.17725,4.14344,-2.16249,2.17706,4.14307,-2.16249,2.17725,4.14344,-2.16249,0.0539595,0.074687,0.0543741,0.074687,0.0539615,0.074687
1.181,2.20546,4.1886,-2.0938,2.17661,4.14248,-2.16249,2.17641,4.14211,-2.16249,2.17661,4.14248,-2.16249,0.0543976,0.068687,0.0548232,0.068687,0.0543996,0.068687
1.188,2.20537,4.18842,-2.0951,2.17655,4.1424,-2.16249,2.17635,4.14202,-2.16249,2.17655,4.14239,-2.16249,0.0543081,0.067387,0.0547347,0.067387,0.0543101,0.067387
1.191,2.20525,4.18825,-2.0959,2.17587,4.14139,-2.16249,2.17567,4.14101,-2.16249,2.17587,4.14139,-2.16249,0.0553028,0.066587,0.055741,0.066587,0.0553049,0.066587
1.213,2.20511,4.18807,-2.0965,2.17582,4.14131,-2.16249,2.17561,4.14092,-2.16249,2.17582,4.14131,-2.16249,0.0551769,0.065987,0.0556162,0.065987,0.055179,0.065987
1.215,2.2049,4.18789,-2.0967,2.17561,4.141,-2.16249,2.1754,4.14061,-2.16249,2.17561,4.141,-2.16249,0.0552818,0.065787,0.0557248,0.065787,0.0552839,0.065787
1.231,2.20463,4.18772,-2.0964,2.17514,4.14031,-2.16249,2.17493,4.13991,-2.16249,2.17514,4.1403,-2.16249,0.0558311,0.066087,0.0562825,0.066087,0.0558333,0.066087
1.238,2.20434,4.18753,-2.0959,2.17508,4.14022,-2.16249,2.17487,4.13982,-2.16249,2.17508,4.14022,-2.16249,0.0556291,0.066587,0.0560816,0.066587,0.0556313,0.066587
1.24,2.20406,4.18731,-2.0955,2.17465,4.13957,-2.16249,2.17443,4.13916,-2.16249,2.17464,4.13956,-2.16249,0.0560823,0.066987,0.0565427,0.066987,0.0560845,0.066987
1.255,2.20377,4.18703,-2.0951,2.17459,4.13948,-2.16249,2.17437,4.13907,-2.16249,2.17459,4.13948,-2.16249,0.055799,0.067387,0.0562605,0.067387,0.0558012,0.067387
1.257,2.20347,4.18671,-2.0946,2.17418,4.13887,-2.16249,2.17395,4.13845,-2.16249,2.17418,4.13887,-2.16249,0.0560996,0.067887,0.0565685,0.067887,0.0561018,0.067887
1.271,2.2032,4.18636,-2.094,2.17365,4.13808,-2.16249,2.17342,4.13766,-2.16249,2.17365,4.13808,-2.16249,0.0566029,0.068487,0.0570815,0.068487,0.0566051,0.068487
1.289,2.20294,4.186,-2.0936,2.17359,4.138,-2.16249,2.17336,4.13757,-2.16249,2.17359,4.138,-2.16249,0.0562675,0.068887,0.0567472,0.068887,0.0562698,0.068887
1.302,2.20267,4.18563,-2.0932,2.17318,4.13739,-2.16249,2.17295,4.13696,-2.16249,2.17318,4.13739,-2.16249,0.0565391,0.069287,0.0570265,0.069287,0.0565415,0.069287
1.385,2.19601,4.18022,-2.045,2.17711,4.1326,-2.04333,2.18139,4.13206,-2.14592,2.17717,4.13245,-2.0415,0.0512344,0.00166551,0.0503309,0.100925,0.0513546,0.00349959
1.387,2.19559,4.17978,-2.0432,2.17702,4.13241,-2.04333,2.18127,4.13189,-2.14592,2.17707,4.13226,-2.0415,0.050881,0.00013449,0.0499911,0.102725,0.0510017,0.00169959
1.615,2.1898,4.16838,-2.05,2.17414,4.12698,-2.0511,2.17696,4.12221,-2.0679,2.17343,4.12524,-2.05198,0.0442576,0.00109563,0.0479199,0.0179039,0.0461415,0.0019844
1.618,2.1893,4.16647,-2.0556,2.17389,4.12651,-2.0511,2.17671,4.12174,-2.0679,2.17318,4.12477,-2.05198,0.04282,0.00450437,0.0464614,0.0123039,0.0447041,0.0036156
1.628,2.18913,4.1659,-2.057,2.17362,4.126,-2.0511,2.17643,4.12123,-2.0679,2.17291,4.12425,-2.05198,0.0428097,0.00590437,0.0464387,0.0109039,0.044694,0.0050156
1.657,2.18895,4.16534,-2.0583,2.17294,4.12468,-2.0511,2.17572,4.11993,-2.0679,2.17223,4.12294,-2.05198,0.0436985,0.00720437,0.0473023,0.00960388,0.045583,0.0063156
1.667,2.18837,4.16384,-2.061,2.17272,4.12426,-2.0511,2.17549,4.11951,-2.0679,2.17201,4.12251,-2.05198,0.042558,0.00990437,0.0461599,0.00690388,0.0444425,0.0090156
1.687,2.18818,4.16334,-2.0613,2.1724,4.12365,-2.0511,2.17516,4.1189,-2.0679,2.17169,4.1219,-2.05198,0.0427143,0.0102044,0.0463063,0.00660388,0.0445988,0.0093156
1.708,2.18798,4.16279,-2.0616,2.17181,4.12252,-2.0511,2.17456,4.11778,-2.0679,2.1711,4.12078,-2.05198,0.0433928,0.0105044,0.0469658,0.00630388,0.0452776,0.0096156
1.718,2.18777,4.16222,-2.0618,2.17162,4.12215,-2.0511,2.17436,4.11741,-2.0679,2.1709,4.1204,-2.05198,0.0432085,0.0107044,0.0467756,0.00610388,0.0450932,0.0098156
1.721,2.18756,4.16167,-2.062,2.17149,4.12191,-2.0511,2.17423,4.11718,-2.0679,2.17078,4.12017,-2.05198,0.0428805,0.0109044,0.0464447,0.00590388,0.0447653,0.0100156
1.738,2.18734,4.16112,-2.0623,2.17118,4.1213,-2.0511,2.1739,4.11657,-2.0679,2.17046,4.11956,-2.05198,0.0429761,0.0112044,0.0465321,0.00560388,0.0448609,0.0103156
2.07,2.1759,4.14296,-2.0447,2.16693,4.11341,-2.0587,2.16518,4.10051,-2.06053,2.16359,4.10654,-2.0595,0.0308925,0.014003,0.0437927,0.0158348,0.0384538,0.0147981
2.11,2.17271,4.13899,-2.0183,2.16623,4.1121,-2.0587,2.16448,4.0992,-2.06053,2.16289,4.10523,-2.0595,0.0276571,0.040403,0.0406307,0.0422348,0.0351552,0.0411981
2.138,2.17257,4.13828,-2.0195,2.16611,4.11186,-2.0587,2.16435,4.09896,-2.06053,2.16277,4.105,-2.0595,0.0271942,0.039203,0.0401653,0.0410348,0.0346975,0.0399981
2.143,2.1724,4.13758,-2.0205,2.16578,4.11126,-2.0587,2.16403,4.09835,-2.06053,2.16244,4.10439,-2.0595,0.0271394,0.038203,0.0401056,0.0400348,0.0346507,0.0389981
2.156,2.17195,4.13619,-2.0219,2.16514,4.11004,-2.0587,2.16338,4.09714,-2.06053,2.1618,4.10317,-2.0595,0.0270173,0.036803,0.0399773,0.0386348,0.0345393,0.0375981
2.182,2.17139,4.13491,-2.0228,2.16492,4.10962,-2.0587,2.16316,4.09672,-2.06053,2.16157,4.10275,-2.0595,0.026101,0.035903,0.0390667,0.0377348,0.0336192,0.0366981
2.191,2.17108,4.13433,-2.023,2.16455,4.10892,-2.0587,2.16278,4.09602,-2.06053,2.1612,4.10205,-2.0595,0.0262311,0.035703,0.0391972,0.0375348,0.0337508,0.0364981
